,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3357316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4767831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15099543,0.49571314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.15319316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45552588,0.0,0.0,0.16994119,0.0,0.0,0.0,0.0,0.22171427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15441291,0.53928506,0.4776168,0.0,0.0,0.0,0.0,0.43031186,0.30970106,0.0,0.0,0.0,0.41243315,0.0,0.0,0.33160818,0.28325123,0.51606435,0.4722262,0.49898258,0.64804274,0.0,0.6354521,0.7896403,0.40160608,0.75341487,0.8777692,0.0,0.42629972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34434918,0.0,0.0,0.0,0.40958613,0.5977805,0.4035911,0.38519785,0.0,0.41029057,0.0,0.43983763,0.3177381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47743157,0.0,0.19298209,0.0,0.0,0.0,0.0,0.37002712,0.0,0.5871065,0.0,0.0,0.0,0.0,0.0,0.4324974,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48411587,0.0,0.0,0.0,0.24737349,0.33071774,0.0,0.0,0.0,0.08140867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69008136,0.0,0.0,0.0,0.0,0.0,0.0,0.50773877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108136475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.53256667,0.5482389,0.56631255,0.4922966,0.5545565,0.47049055,0.45079675,0.0,0.40653002,0.0,0.18602301,0.0,0.3513216,0.0,0.3226749,0.0,0.0,0.28363866,0.0,0.0,0.37546712,0.17839733,0.2094444,0.0,0.44061726,0.22171427,0.15155062,0.2538231,0.24961038,0.37424928,0.0,0.39012164,0.1672415,0.2709869,0.0,0.0,0.46141586,0.37229648,0.44443452,0.32548997,0.17327762,0.32708713,0.28984758,0.30105707,0.0,0.1654871,0.0,0.0,0.0,0.0,0.4107084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33107117,0.0,0.0,0.0,0.0,0.6908393,0.64702296,0.5447133,0.5287521,0.641278,0.66451156,0.70644367,0.62798816,0.6881945,0.57280445,0.42363703,0.0,0.0,0.0,0.0,0.0,0.37580144,0.29065427,0.0,0.0,0.0,0.2298611,0.0,0.37957487,0.0,0.0,0.0,0.50096124,0.36401853,0.0,0.0,0.0,0.0,0.0
4,0.53256667,0.42656264,0.0,0.0,0.0,0.0,0.73794734,0.443118,0.5415308,0.5022821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5793929,0.42014033,0.46767467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25812045,0.0,0.0,0.17327762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5516509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29734448,0.2374962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55803776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45222038,0.49580577,0.0,0.0,0.0,0.0,0.0,0.0,0.5051462,0.43644896,0.6089978,0.64500356,0.0,0.0,0.6304328,0.20355318,0.0,0.0,0.0,0.0,0.538607,0.0,0.0,0.0,0.0,0.0,0.0,0.48660287,0.0,0.0,0.0,0.0
5,0.47775757,0.47787002,0.63672274,0.55526924,0.53060013,0.59935504,0.68588865,0.6047696,0.69833803,0.74029964,0.71757483,0.6727269,0.6950699,0.7352747,0.6468865,0.70210963,0.67236096,0.72851396,0.7049437,0.76096386,0.6606335,0.70980716,0.64094627,0.6541367,0.66268855,0.6425378,0.65527827,0.5812066,0.7182608,0.46642095,0.56737244,0.60844254,0.5839623,0.58940625,0.68265706,0.63302946,0.6341785,0.65843284,0.6554833,0.6943889,0.54975355,0.57169515,0.0,0.51195323,0.4254549,0.5972343,0.8616445,0.7532928,0.79690415,0.8231377,0.8724814,0.87524706,0.8736889,0.8983027,0.83339876,0.7863887,0.7777659,0.8507641,0.8820149,0.80333,0.8273336,0.8544695,0.87719744,0.87471175,0.86121166,0.84452164,0.7975377,0.9559502,0.8415129,0.782472,0.8299055,0.8826734,0.9333237,1.0459653,0.8675621,1.0439363,0.8004577,0.8096973,0.8669823,0.95374155,1.0252696,0.7464378,0.9714851,0.81883013,0.8182183,0.7588939,1.0473899,0.85613376,0.88258165,0.9316312,0.4647498,0.6224007,0.5106688,0.4851702,0.60365653,0.5842401,0.6601878,0.46932402,0.44952682,0.557461,0.6851447,0.7846571,0.8189641,0.8552512,0.7363826,0.7727803,0.7735226,0.7379814,0.68233836,0.3788323,0.76493263,0.73290914,0.7933837,0.8000804,0.67682886,0.65496516,0.712266,0.7283391,0.7023284,0.74271226,0.7410213,0.66549665,0.6950476,0.6829302
6,0.14159106,0.2015025,0.0,0.0,0.0,0.0,0.7511788,0.6476517,0.81596106,0.71046686,0.87209034,0.8467737,0.7775276,0.8979169,0.88393795,0.87694925,0.8186904,0.69442433,0.77827317,0.8139962,0.8557369,0.8163964,0.81615484,0.8007263,0.8988534,0.8160674,0.6097762,0.7141728,0.6822081,0.682422,0.75088084,0.7022865,0.82081705,0.84413964,0.25972414,0.46449363,0.8012282,0.80724174,0.6304853,0.61621344,0.8228745,0.7269137,0.42757383,0.23500301,0.46585432,0.36939338,0.80486625,0.85831016,0.86522084,0.83556074,0.7799332,0.75839233,0.8154964,0.7741606,0.8004365,0.81206536,0.82348996,0.7618162,0.7800962,0.7845396,0.83817214,0.822805,0.8552699,0.7933759,0.8440375,0.82921845,0.7890735,0.82838887,0.8610441,0.890834,0.8566068,0.8087051,0.79550445,0.97766346,0.7295821,0.622453,0.7504282,0.7827214,0.8937878,0.73938495,0.79294693,0.8166252,0.7314971,0.806817,0.7735137,0.8535186,0.0,0.77176327,0.79445297,0.7062738,0.0,0.0,0.4314321,0.2808631,0.36981583,0.23182045,0.21711564,0.0,0.0,0.3177381,0.63607156,0.65701556,0.7798584,0.75032437,0.7736904,0.85775334,0.8133609,0.8647285,0.7564984,0.87521714,0.74055874,0.8027843,0.761127,0.7163277,0.81885767,0.6372077,0.7628566,0.78354365,0.7782053,0.617423,0.79846007,0.75278443,0.7618429,0.8542664
7,0.5170613,0.6212409,0.5315122,0.58721554,0.72655416,0.7314204,0.72472644,0.6351396,0.75876653,0.7557246,0.7533878,0.74909014,0.7065402,0.6720136,0.65672135,0.70210963,0.42533138,0.63095146,0.7026197,0.72453487,0.74211824,0.67757726,0.6670598,0.6589117,0.654199,0.6950495,0.7998128,0.7744101,0.70343167,0.62490994,0.77044994,0.75192773,0.777327,0.8263482,0.84974504,0.8710933,0.831377,0.8208274,0.6554833,0.5749341,0.7914131,0.790659,0.87682354,0.8536685,0.7984855,0.6803164,0.8833546,0.6819486,0.75287753,0.88174367,0.8573087,0.82918453,0.8547064,0.76230013,0.9004201,0.8537635,0.8161824,0.90884465,0.9150321,0.92961454,0.9113775,0.90347123,0.80572164,0.89466876,0.91130733,0.90349275,0.9143502,0.89464515,0.8170153,0.8332434,0.8757939,0.84924656,0.88084304,0.0,0.73434746,0.425337,0.811033,0.84761447,0.73017126,0.91375136,0.6883776,0.7956879,0.7695318,0.6954275,0.8666812,0.80083925,0.87590754,0.84086716,0.7416274,0.73457664,0.5683297,0.5932821,0.6252272,0.5769249,0.6265852,0.5160647,0.6153592,0.5737275,0.6526246,0.51396304,0.7983834,0.82020146,0.87179065,1.0260537,0.9787126,0.8427662,0.8016353,0.76289725,0.5003839,0.660933,0.8035424,0.8469149,0.7948746,0.7397517,0.6344736,0.68963194,0.7586061,0.80444974,0.9247434,0.9471941,0.80263436,0.86050504,0.87282914,0.7748935
8,0.14159106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15466623,0.0,0.1177196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11768891,0.0,0.0,0.0,0.0,0.22835992,0.0,0.0,0.0,0.6188663,0.42530978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29258507,0.0,0.0,0.0,0.0,0.2948415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41440305,0.0,0.0,0.0,0.0,0.0,0.17386173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.35234714,0.28519228,0.0,0.0,0.1652371,0.36445236,0.48929527,0.2067289,0.0,0.40921658,0.0,0.0,0.61489576,0.26034325,0.0,0.47001356,0.42533138,0.3784138,0.46223244,0.17999633,0.48278475,0.5033317,0.2094444,0.16973568,0.0,0.0,0.0,0.13122785,0.7638435,0.37424928,0.4923572,0.36044738,0.0,0.0,0.51407623,0.5663606,0.30068848,0.13348874,0.6492191,0.7646014,0.6094251,0.35803992,0.57984906,0.51726186,0.7271117,0.57798904,0.63769895,0.65495497,0.67775315,0.52482384,0.6930997,0.80289364,0.8284538,0.8390913,0.5996073,0.48671046,0.7093818,0.49233034,0.46566924,0.6826555,0.59019446,0.42923248,0.76580715,0.7670264,0.6127892,0.65566677,0.7074956,0.8069442,0.69182295,0.57205963,0.30435237,0.82493037,0.8514583,0.88581526,0.0,0.5991137,0.0,0.4275304,0.0,0.63030726,0.0,0.0,0.0,0.24305204,0.54163593,0.53187764,0.0,0.0,0.6908925,0.0,0.2681521,0.3581875,0.4422838,0.0,0.4321776,0.08222134,0.47869483,0.16553901,0.21019286,0.44899362,0.0,0.41998258,0.13450426,0.0,0.0,0.0,0.45099106,0.5067653,0.0,0.43656477,0.5056722,0.1476286,0.6073739,0.50822955,0.0,0.0,0.27064675,0.50096124,0.0,0.0,0.60308903,0.0,0.0,0.0
